class,text,preprocess,split_and_filter
R3,基于SVD的分块半脆弱水印医学图像算法研究 图像安全/脆弱水印/篡改检测/自恢复 为确保医学图像的完整性与安全性，提出一种基于奇异值分解的分块半脆弱水印医学图像算法，具备定位图像篡改区域以及图像自恢复两种功能。该算法将图像按4×4大小分块，并将水印嵌入位置分为块认证位和自恢复位两种，其中块认证位用于认证每个块，确保该块被篡改时能被识别出来；自恢复位则用于实现图像被篡改后的自恢复。将分块通过奇异值分解生成块认证位，同时将块划分为2×2的块，计算它们的5MSB平均值以生成自恢复位。仿真实验结果表明，所提算法的PSNR指标均在50 dB以上，大部分篡改攻击的Rfa和Rfd接近于0，且自恢复图像PSNR指标在30 dB以上。所提算法具有较好的透明性，能准确检测大部分篡改攻击，且自恢复图像质量良好。,基于 的分块半脆弱水印医学图像算法研究 图像安全 脆弱水印 篡改检测 自恢复 为确保医学图像的完整性与安全性 提出一种基于奇异值分解的分块半脆弱水印医学图像算法 具备定位图像篡改区域以及图像自恢复两种功能 该算法将图像按 大小分块 并将水印嵌入位置分为块认证位和自恢复位两种 其中块认证位用于认证每个块 确保该块被篡改时能被识别出来 自恢复位则用于实现图像被篡改后的自恢复 将分块通过奇异值分解生成块认证位 同时将块划分为 的块 计算它们的 平均值以生成自恢复位 仿真实验结果表明 所提算法的 指标均在 以上 大部分篡改攻击的 和 接近于 且自恢复图像 指标在 以上 所提算法具有较好的透明性 能准确检测大部分篡改攻击 且自恢复图像质量良好 ,分块 脆弱 水印 医学 图像 算法 图像 脆弱 水印 篡改 检测 恢复 确保 医学 图像 完整性 安全性 奇异 分解 分块 脆弱 水印 医学 图像 算法 具备 定位 图像 篡改 区域 图像 恢复 两种 功能 算法 图像 大小 分块 水印 嵌入 位置 分为 认证 恢复 两种 认证 认证 确保 该块 篡改 时能 识别 恢复 位则 图像 篡改 恢复 分块 奇异 分解 生成 认证 将块 划分 计算 平均值 生成 恢复 仿真 实验 结果表明 所提 算法 指标 大部分 篡改 攻击 接近 恢复 图像 指标 所提 算法 透明性 准确 检测 大部分 篡改 攻击 恢复 图像 质量
R3,"面向推拿康复机器人的人机交互界面数字建模与动力学研究 推拿康复机器人/人机交互界面/数字建模/动力学 目的 采集、分析专业医师推拿手法的运动学、动力学特征，并基于仿人手设计的多功能推拿头，开发一种适用于多种按摩手法、学习专业医师推拿力度曲线的力度柔顺控制算法，以期提供一种实现推拿机器人运动学、动力学复现的方法。方法 首先基于传统中医按摩理论，对滚法、揉法、振法进行运动学以及动力学分析，将其动作特征进行抽取解耦，形成多维度的运动学和动力学模式化表达。其次通过推拿手法测定仪以及动作捕捉系统，对专业医师推拿手法动作进行运动学、动力学数据采集。最后基于一款仿人手设计的多功能按摩头，以专业医师推拿手法信息为示教，对推拿手法的空间轨迹、力度曲线进行学习并开发力度柔顺控制算法。结果 推拿头和专业医师的滚法力度最大值分别为52.18 N、55.10 N,最小值分别为29.71 N、6.23 N,推拿头推拿过程中力度曲线的波形与专业医师比较接近。推拿头执行揉法力度的平均值、最大值以及最小值相对于专业医师的误差分别为-0.51%、3.58%和-3.56%,推拿头和专业医师推拿力度的标准差、偏度与峭度均十分接近。推拿头和专业医师的振法最大值分别为21.82 N、21.54 N,频率分别为3.67 Hz、14.30 Hz。推拿头与专业医师的上述几种手法的平均力度相对误差均小于10%,力度曲线、推拿力度、频率等动力学特征基本相同。结论 本文提出的方法能够有效复现推拿动作的动力学特征，验证了推拿手法的动力学复现的可行性。",面向推拿康复机器人的人机交互界面数字建模与动力学研究 推拿康复机器人 人机交互界面 数字建模 动力学 目的 采集 分析专业医师推拿手法的运动学 动力学特征 并基于仿人手设计的多功能推拿头 开发一种适用于多种按摩手法 学习专业医师推拿力度曲线的力度柔顺控制算法 以期提供一种实现推拿机器人运动学 动力学复现的方法 方法 首先基于传统中医按摩理论 对滚法 揉法 振法进行运动学以及动力学分析 将其动作特征进行抽取解耦 形成多维度的运动学和动力学模式化表达 其次通过推拿手法测定仪以及动作捕捉系统 对专业医师推拿手法动作进行运动学 动力学数据采集 最后基于一款仿人手设计的多功能按摩头 以专业医师推拿手法信息为示教 对推拿手法的空间轨迹 力度曲线进行学习并开发力度柔顺控制算法 结果 推拿头和专业医师的滚法力度最大值分别为 最小值分别为 推拿头推拿过程中力度曲线的波形与专业医师比较接近 推拿头执行揉法力度的平均值 最大值以及最小值相对于专业医师的误差分别为 和 推拿头和专业医师推拿力度的标准差 偏度与峭度均十分接近 推拿头和专业医师的振法最大值分别为 频率分别为 推拿头与专业医师的上述几种手法的平均力度相对误差均小于 力度曲线 推拿力度 频率等动力学特征基本相同 结论 本文提出的方法能够有效复现推拿动作的动力学特征 验证了推拿手法的动力学复现的可行性 ,面向 推拿 康复 机器人 人机交互 界面 数字 建模 动力学 推拿 康复 机器人 人机交互 界面 数字 建模 动力学 目的 采集 专业 医师 推拿 手法 运动学 动力学 特征 人手 设计 多功能 推拿 开发 多种 按摩 手法 学习 专业 医师 推拿 力度 曲线 力度 柔顺 控制算法 以期 提供 推拿 机器人 运动学 动力学 复现 传统 中医 按摩 理论 滚法 揉法 振法 运动学 动力学 动作 特征 抽取 多维度 运动学 动力学 模式化 表达 推拿 手法 测定仪 动作 捕捉 系统 专业 医师 推拿 手法 动作 运动学 动力学 数据 采集 一款 人手 设计 多功能 按摩 专业 医师 推拿 手法 信息 为示 推拿 手法 空间 轨迹 力度 曲线 学习 开发 力度 柔顺 控制算法 推拿 专业 医师 滚法 力度 最大值 最小值 推拿 推拿 过程 力度 曲线 波形 专业 医师 接近 推拿 执行 揉法 力度 平均值 最大值 最小值 专业 医师 误差 推拿 专业 医师 推拿 力度 标准差 偏度 峭度 接近 推拿 专业 医师 振法 最大值 频率 推拿 专业 医师 几种 手法 平均 力度 相对误差 小于 力度 曲线 推拿 力度 频率 动力学 特征 基本相同 复现 推拿 动作 动力学 特征 验证 推拿 手法 动力学 复现 可行性
R3,应用噬菌体展示随机12肽库筛选诺如病毒抗原模拟表位 诺如病毒/12肽库/抗原模拟表位/单链可变片段抗体 目的：利用Ph.D.-12噬菌体展示肽库筛选诺如病毒（NoV）的抗原模拟表位。方法：包被与GⅡ.4、GⅡ.6、GⅡ.17型NoV具有高特异性及中和能力较强的单链可变片段抗体（scFv），用Ph.D.-12噬菌体展示肽库进行3轮生物淘选。ELISA鉴定淘选所得噬菌体与scFv的结合活性及其与NoV P蛋白的竞争作用；阳性克隆测序后进行生物信息学分析，合成多肽鉴定其抗原性。结果：发现1段与GⅡ.6 VP1区同源性较高的氨基酸序列“MG-D-W”，综合分析提示其可能为GⅡ.6 NoV的抗原模拟表位，且合成的包含“MG-D-W”的多肽可竞争抑制P蛋白与人类组织血型抗原（HBGAs）受体的结合。结论：“MG-DW”是与NoV单链抗体高亲和力的肽段，可能模拟了GⅡ.6 NoV与scFv结合的抗原表位。,应用噬菌体展示随机 肽库筛选诺如病毒抗原模拟表位 诺如病毒 肽库 抗原模拟表位 单链可变片段抗体 目的 利用 噬菌体展示肽库筛选诺如病毒 的抗原模拟表位 方法 包被与 型 具有高特异性及中和能力较强的单链可变片段抗体 用 噬菌体展示肽库进行 轮生物淘选 鉴定淘选所得噬菌体与 的结合活性及其与 蛋白的竞争作用 阳性克隆测序后进行生物信息学分析 合成多肽鉴定其抗原性 结果 发现 段与 区同源性较高的氨基酸序列 综合分析提示其可能为 的抗原模拟表位 且合成的包含 的多肽可竞争抑制 蛋白与人类组织血型抗原 受体的结合 结论 是与 单链抗体高亲和力的肽段 可能模拟了 与 结合的抗原表位 ,噬菌体 展示 随机 筛选 诺如 病毒 抗原 模拟 表位 诺如 病毒 抗原 模拟 表位 单链 可变 片段 抗体 目的 噬菌体 展示 筛选 诺如 病毒 抗原 模拟 表位 包被 特异性 能力 较强 单链 可变 片段 抗体 噬菌体 展示 生物 淘选 鉴定 淘选 所得 噬菌体 活性 蛋白 竞争 作用 阳性 克隆 测序 生物 信息学 合成 多肽 鉴定 抗原性 发现 同源性 氨基酸 序列 综合 提示 抗原 模拟 表位 合成 包含 多肽 竞争 抑制 蛋白 人类 组织 血型 抗原 受体 单链 抗体 亲和力 模拟 抗原 表位
R3,"IRF6在颅面部发育中的作用 IRF6/唇腭裂/颅面部发育/颅面畸形 干扰素调节因子6(interferon regulatory factor 6, IRF6)是一种在胚胎发育过程中广泛表达的转录激活因子。研究发现, IRF6能够调控口腔上皮细胞的增殖与分化,影响唇腭的正常融合、牙釉质的形成以及牙齿形态,同时还参与颌骨成骨细胞的分化。IRF6基因的缺失或者突变会导致腭裂、牙齿缺失、颅面畸形、骨骼缺陷等颅面部异常。该文综述了IRF6在颅面部发育中的研究进展,旨在了解其在颅面部发育以及颅面畸形中的作用,以期为今后相关研究提供参考。", 在颅面部发育中的作用 唇腭裂 颅面部发育 颅面畸形 干扰素调节因子 是一种在胚胎发育过程中广泛表达的转录激活因子 研究发现 能够调控口腔上皮细胞的增殖与分化 影响唇腭的正常融合 牙釉质的形成以及牙齿形态 同时还参与颌骨成骨细胞的分化 基因的缺失或者突变会导致腭裂 牙齿缺失 颅面畸形 骨骼缺陷等颅面部异常 该文综述了 在颅面部发育中的研究进展 旨在了解其在颅面部发育以及颅面畸形中的作用 以期为今后相关研究提供参考 ,面部 发育 作用 唇腭裂 面部 发育 颅面 畸形 干扰素 调节 因子 胚胎 发育 过程 表达 转录 激活 因子 发现 调控 口腔 上皮细胞 增殖 分化 融合 牙釉质 牙齿 形态 参与 颌骨 成骨细胞 分化 基因 缺失 突变 导致 腭裂 牙齿 缺失 颅面 畸形 骨骼 缺陷 面部 异常 该文 综述 面部 发育 研究进展 旨在 面部 发育 颅面 畸形 作用 以期 相关 提供 参考
R3,非生物型人工肝技术的优化与生物型人工肝研究进展 肝/人工/肝功能衰竭/治疗学 肝衰竭是临床常见综合征，进展快速，预后不良。目前其内科治疗方法仍有限，人工肝治疗是一种有效的治疗方法。非生物型人工肝技术在临床上广泛应用，其具体的启动时机、模式的选择、参数的设置需要临床医生根据疾病的病理生理机制及动态演变过程，结合患者具体情况决定。与非生物型人工肝相比，生物型人工肝能更好地模拟肝细胞的生物学功能，目前其核心技术已取得实质性的进展，相关临床研究也在积极进行，在未来有广阔的发展前景。本文就非生物型人工肝技术的优化及生物型人工肝相关进展进行总结与探讨，以期为人工肝技术的临床应用与研究提供参考。,非生物型人工肝技术的优化与生物型人工肝研究进展 肝 人工 肝功能衰竭 治疗学 肝衰竭是临床常见综合征 进展快速 预后不良 目前其内科治疗方法仍有限 人工肝治疗是一种有效的治疗方法 非生物型人工肝技术在临床上广泛应用 其具体的启动时机 模式的选择 参数的设置需要临床医生根据疾病的病理生理机制及动态演变过程 结合患者具体情况决定 与非生物型人工肝相比 生物型人工肝能更好地模拟肝细胞的生物学功能 目前其核心技术已取得实质性的进展 相关临床研究也在积极进行 在未来有广阔的发展前景 本文就非生物型人工肝技术的优化及生物型人工肝相关进展进行总结与探讨 以期为人工肝技术的临床应用与研究提供参考 ,非生物 人工 技术 优化 生物 人工 研究进展 人工 肝功能 衰竭 治疗学 衰竭 临床 常见 综合征 进展 快速 预后 不良 内科 治疗 有限 人工 治疗 治疗 非生物 人工 技术 临床 广泛应用 启动 时机 模式 选择 参数 设置 临床 医生 疾病 病理 生理机制 动态 演变 过程 患者 具体情况 与非 生物 人工 相比 生物 人工 肝能 更好 模拟 肝细胞 生物学 功能 核心技术 实质性 进展 相关 临床 未来 广阔 发展前景 非生物 人工 技术 优化 生物 人工 相关 进展 探讨 以期 人工 技术 临床 提供 参考
R3,"小鼠肺组织单个核细胞三种分离方法的比较研究 小鼠/肺脏/单个核细胞/分离 该文综合比较了三种不同方法分离小鼠肺组织单个核细胞的效果,并提供了一种能够有效分离小鼠肺脏全免疫细胞亚群的方法。将15只6～8周龄雌性C57BL/6小鼠随机分为三组(n=5只/组),分别为研磨+淋巴细胞分离液梯度离心分离组(M1组)、胶原酶Ⅳ消化+淋巴细胞分离液梯度离心分离组(M2组)和胶原酶Ⅳ消化分离组(M3组)。采用颈椎脱臼处死法处死小鼠,摘取肺脏,再分别采用上述三种方法制备小鼠肺脏单个核细胞悬液,于显微镜下拍照并计数,流式细胞术检测单个核细胞悬液中不同免疫细胞亚群的比例和数量,采用SPSS 26.0软件进行统计分析。结果显示,M3组制备的肺单个核细胞数量显著高于M1和M2组(F=44.49,P<0.001);M2组制备的肺单个核细胞中NK(F=16.68,P<0.001)、CD4~+T(F=12.28,P<0.01)和B细胞(F=4.49,P<0.05)比例均显著高于M1和M3组;M3组制备的肺CD3~+T、MDSC、中性粒细胞和间质巨噬细胞的比例显著高于M1和M2组;M3组制备的肺NK、CD3~+T、CD4~+T、CD8~+T、B细胞以及髓系细胞(MDSC、中性粒细胞、DC、肺泡巨噬细胞和间质巨噬细胞)的数量均显著高于M1和M2组。应用胶原酶Ⅳ消化直接分离法制备的小鼠肺组织单个核细胞得率最高,可有效分离到小鼠肺脏NK、T、B等淋巴细胞以及髓系来源免疫细胞亚群,且操作过程简便。该研究为肺部相关疾病的免疫学发病机制研究提供实验基础。",小鼠肺组织单个核细胞三种分离方法的比较研究 小鼠 肺脏 单个核细胞 分离 该文综合比较了三种不同方法分离小鼠肺组织单个核细胞的效果 并提供了一种能够有效分离小鼠肺脏全免疫细胞亚群的方法 将 只 周龄雌性 小鼠随机分为三组 只 组 分别为研磨 淋巴细胞分离液梯度离心分离组 组 胶原酶 消化 淋巴细胞分离液梯度离心分离组 组 和胶原酶 消化分离组 组 采用颈椎脱臼处死法处死小鼠 摘取肺脏 再分别采用上述三种方法制备小鼠肺脏单个核细胞悬液 于显微镜下拍照并计数 流式细胞术检测单个核细胞悬液中不同免疫细胞亚群的比例和数量 采用 软件进行统计分析 结果显示 组制备的肺单个核细胞数量显著高于 和 组 组制备的肺单个核细胞中 和 细胞 比例均显著高于 和 组 组制备的肺 中性粒细胞和间质巨噬细胞的比例显著高于 和 组 组制备的肺 细胞以及髓系细胞 中性粒细胞 肺泡巨噬细胞和间质巨噬细胞 的数量均显著高于 和 组 应用胶原酶 消化直接分离法制备的小鼠肺组织单个核细胞得率最高 可有效分离到小鼠肺脏 等淋巴细胞以及髓系来源免疫细胞亚群 且操作过程简便 该研究为肺部相关疾病的免疫学发病机制研究提供实验基础 ,小鼠 组织 单个 细胞 三种 分离 小鼠 肺脏 单个 细胞 分离 该文 综合 三种 分离 小鼠 组织 单个 细胞 效果 提供 分离 小鼠 肺脏 免疫 细胞 亚群 周龄 雌性 小鼠 随机 分为 三组 研磨 淋巴细胞 分离 梯度 离心分离 胶原酶 消化 淋巴细胞 分离 梯度 离心分离 胶原酶 消化 分离 颈椎 脱臼 处死 处死 小鼠 摘取 肺脏 三种 制备 小鼠 肺脏 单个 细胞 悬液 显微镜 拍照 计数 流式细胞 检测 单个 细胞 悬液 免疫 细胞 亚群 比例 数量 软件 统计分析 结果显示 制备 单个 细胞 数量 高于 制备 单个 细胞 细胞 比例 高于 制备 中性 粒细胞 间质 巨噬细胞 比例 高于 制备 细胞 髓系 细胞 中性 粒细胞 肺泡 巨噬细胞 间质 巨噬细胞 数量 高于 胶原酶 消化 分离法 制备 小鼠 组织 单个 细胞 得率 分离 小鼠 肺脏 淋巴细胞 髓系 来源 免疫 细胞 亚群 操作过程 简便 肺部 相关 疾病 免疫学 发病 机制 提供 实验 基础
R3,"健康中国背景下医学生心理健康与压力源分析 医学生/心理健康水平/压力源/健康中国行动 目的 了解健康中国背景下新疆某大学医学生心理健康水平和压力源，并分析其影响因素。方法 采用分层整群随机抽样法抽取2021年2～4月新疆维吾尔自治区某大学4421名医学生，采用症状自评量表(Symptom Check List 90,SCL-90)和当代大学生压力源量表进行问卷调查。结果 25.26%医学生存在不同程度SCL-90量表所列症状；SCL-90各因子分均低于全国部分地区大学生常模(P<0.05);SCL-90量表中躯体化、强迫症状、抑郁和恐怖因子得分女生显著高于男生(P<0.05);主要压力源为发展困扰型；疆外生源学生发展困扰型压力源得分高于疆内生源学生(P<0.05);女生压力高于男生，女生发展困扰型、个人管理型、消极事件型压力源得分均高于男生(P<0.05);Pearson相关性分析结果显示，医学生SCL-90得分与压力源得分呈显著正相关(P<0.05)。结论 新疆维吾尔自治区某大学有25.26%医学生存在不同程度的心理健康问题，女生心理健康水平不如男生。心理健康水平和压力呈正相关，发展困扰型压力成为医学生主要压力源。不同特征医学生的心理健康水平与压力源存在一定的差异。",健康中国背景下医学生心理健康与压力源分析 医学生 心理健康水平 压力源 健康中国行动 目的 了解健康中国背景下新疆某大学医学生心理健康水平和压力源 并分析其影响因素 方法 采用分层整群随机抽样法抽取 年 月新疆维吾尔自治区某大学 名医学生 采用症状自评量表 和当代大学生压力源量表进行问卷调查 结果 医学生存在不同程度 量表所列症状 各因子分均低于全国部分地区大学生常模 量表中躯体化 强迫症状 抑郁和恐怖因子得分女生显著高于男生 主要压力源为发展困扰型 疆外生源学生发展困扰型压力源得分高于疆内生源学生 女生压力高于男生 女生发展困扰型 个人管理型 消极事件型压力源得分均高于男生 相关性分析结果显示 医学生 得分与压力源得分呈显著正相关 结论 新疆维吾尔自治区某大学有 医学生存在不同程度的心理健康问题 女生心理健康水平不如男生 心理健康水平和压力呈正相关 发展困扰型压力成为医学生主要压力源 不同特征医学生的心理健康水平与压力源存在一定的差异 ,健康 背景 医学生 心理健康 压力 医学生 心理健康 水平 压力 健康 目的 健康 背景 新疆 某大学 医学生 心理健康 水平 压力 因素 分层 整群 随机抽样 抽取 新疆维吾尔自治区 某大学 名医 症状 评量 当代 压力 量表 问卷调查 医学 生存 程度 量表 症状 因子 分均 低于 全国 地区 常模 量表 躯体 强迫 症状 抑郁 恐怖 因子 得分 女生 高于 男生 压力 源为 发展 困扰 疆外 生源 发展 困扰 压力 得分 高于 疆内 生源 女生 压力 高于 男生 女生 发展 困扰 管理型 消极 事件 压力 得分 高于 男生 相关性 结果显示 医学生 得分 压力 得分 相关 新疆维吾尔自治区 某大学 医学 生存 程度 心理健康 女生 心理健康 水平 男生 心理健康 水平 压力 相关 发展 困扰 压力 医学生 压力 特征 医学生 心理健康 水平 压力 差异
R3,"组分百日咳抗原中间品中内毒素含量动态显色定量检测方法的建立及验证 内毒素/动态显色法/百日咳抗原中间品/鲎试剂 目的 建立组分百日咳抗原中间品中内毒素含量的动态显色定量检测方法，并对方法进行验证，以期更好地对组分百白破疫苗进行质量控制。方法 建立动态显色法（美洲鲎试剂）检测百日咳各抗原中间品脱毒后的内毒素含量，对方法的线性、专属性、准确性、重复性、中间精密度进行验证，并对动态显色法定量检测结果与凝胶法检测结果进行对比。结果 动态显色法线性相关系数的绝对值（|r|）大于0.99；最大有效稀释倍数下中间品的干扰试验回收率在50%～200%之间，脱毒后百日咳类毒素（pertussis toxin,PT）稀释至10、100、1 000倍，丝状血凝素（filamentous hemagglutinin,FHA）稀释至3 000、5 000、10 000倍，百日咳黏附素（pertussis adhesin,PRN）稀释至50、75、100倍对试验均无干扰作用；PT、FHA和PRN的准确性验证回收率分别为125%、110%和99%，重复性验证变异系数（CV）分别为7.21%、8.31%和5.84%，中间精密度验证CV分别为6.04%、16.29%和12.23%。动态显色法检测3批百日咳抗原中间品细菌内毒素含量与凝胶法检测结果一致，均小于脱毒后百日咳抗原中间品中细菌内毒素限值。结论 建立的动态显色法具有良好的线性、专属性、准确性及精密性，检测结果准确，可用于脱毒后组分百日咳抗原中间品中内毒素含量的检测。",组分百日咳抗原中间品中内毒素含量动态显色定量检测方法的建立及验证 内毒素 动态显色法 百日咳抗原中间品 鲎试剂 目的 建立组分百日咳抗原中间品中内毒素含量的动态显色定量检测方法 并对方法进行验证 以期更好地对组分百白破疫苗进行质量控制 方法 建立动态显色法 美洲鲎试剂 检测百日咳各抗原中间品脱毒后的内毒素含量 对方法的线性 专属性 准确性 重复性 中间精密度进行验证 并对动态显色法定量检测结果与凝胶法检测结果进行对比 结果 动态显色法线性相关系数的绝对值 大于 最大有效稀释倍数下中间品的干扰试验回收率在 之间 脱毒后百日咳类毒素 稀释至 倍 丝状血凝素 稀释至 倍 百日咳黏附素 稀释至 倍对试验均无干扰作用 和 的准确性验证回收率分别为 和 重复性验证变异系数 分别为 和 中间精密度验证 分别为 和 动态显色法检测 批百日咳抗原中间品细菌内毒素含量与凝胶法检测结果一致 均小于脱毒后百日咳抗原中间品中细菌内毒素限值 结论 建立的动态显色法具有良好的线性 专属性 准确性及精密性 检测结果准确 可用于脱毒后组分百日咳抗原中间品中内毒素含量的检测 ,组分 百日咳 抗原 中间品 内毒素 含量 动态 显色 定量 检测 验证 内毒素 动态 显色 百日咳 抗原 中间品 试剂 目的 组分 百日咳 抗原 中间品 内毒素 含量 动态 显色 定量 检测 验证 以期 更好 组分 百白破 疫苗 质量 控制 动态 显色 美洲 试剂 检测 百日咳 抗原 中间品 脱毒 内毒素 含量 线性 专属性 准确性 重复性 精密度 验证 动态 显色 法定 检测 凝胶 检测 对比 动态 显色 线性相关 系数 绝对值 大于 稀释 倍数 中间品 干扰 试验 回收率 之间 脱毒 百日咳 类毒素 稀释 丝状 血凝素 稀释 百日咳 黏附 稀释 试验 干扰 作用 准确性 验证 回收率 重复性 验证 变异系数 精密度 验证 动态 显色 检测 百日咳 抗原 中间品 细菌 内毒素 含量 凝胶 检测 小于 脱毒 百日咳 抗原 中间品 细菌 内毒素 限值 动态 显色 线性 专属性 准确性 精密性 检测 准确 脱毒 组分 百日咳 抗原 中间品 内毒素 含量 检测
R3,"高致病性H5N8亚型禽流感假病毒的制备与验证 H5N8亚型禽流感病毒/假病毒制备/血凝素/神经氨酸酶 目的 为研究高致病性H5N8亚型(A/Astrakhan/3212/2020)禽流感病毒的结构,制备相应假病毒,并对其在细胞水平上的感染能力以及血清抗体的中和能力进行初步验证。方法 通过对H5N8亚型病毒的血凝素(HA)和神经氨酸酶(NA)的氨基酸序列分析,将目的HA和NA序列进行优化并提取相应质粒,采用慢病毒包装系统制备H5N8亚型假病毒;使用感染含有α-2,6唾液酸受体的293T-ST6GAL1细胞后的荧光素酶读值、血凝抑制试验、透射电镜以及血清中和试验对制备的假病毒进行验证。结果 成功制备H5N8亚型假病毒,其对293T-ST6GAL1细胞的感染力为10~3TCID_(50)/m L,浓缩50倍后血凝活性从16提高到128,透射电镜可观察到典型的流感病毒颗粒,中和试验显示3份H5N8阳性血清中和活性明显高于其他亚型阳性血清以及阴性血清。结论 成功制备高致病性H5N8亚型禽流感假病毒,为未来的疫苗开发和中和抗体筛选提供了重要的实验平台。",高致病性 亚型禽流感假病毒的制备与验证 亚型禽流感病毒 假病毒制备 血凝素 神经氨酸酶 目的 为研究高致病性 亚型 禽流感病毒的结构 制备相应假病毒 并对其在细胞水平上的感染能力以及血清抗体的中和能力进行初步验证 方法 通过对 亚型病毒的血凝素 和神经氨酸酶 的氨基酸序列分析 将目的 和 序列进行优化并提取相应质粒 采用慢病毒包装系统制备 亚型假病毒 使用感染含有 唾液酸受体的 细胞后的荧光素酶读值 血凝抑制试验 透射电镜以及血清中和试验对制备的假病毒进行验证 结果 成功制备 亚型假病毒 其对 细胞的感染力为 浓缩 倍后血凝活性从 提高到 透射电镜可观察到典型的流感病毒颗粒 中和试验显示 份 阳性血清中和活性明显高于其他亚型阳性血清以及阴性血清 结论 成功制备高致病性 亚型禽流感假病毒 为未来的疫苗开发和中和抗体筛选提供了重要的实验平台 ,致病性 亚型 禽流感 假病毒 制备 验证 亚型 禽流感 病毒 假病毒 制备 血凝素 神经 氨酸 目的 致病性 亚型 禽流感 病毒 结构 制备 假病毒 细胞 水平 感染 能力 血清 抗体 能力 初步 验证 亚型 病毒 血凝素 神经 氨酸 氨基酸 序列 目的 序列 优化 提取 质粒 病毒 包装 系统 制备 亚型 假病毒 感染 含有 唾液酸 受体 细胞 荧光素酶 读值 血凝 抑制 试验 透射电镜 血清 试验 制备 假病毒 验证 成功 制备 亚型 假病毒 细胞 感染力 浓缩 血凝 活性 提高 透射电镜 观察 典型 流感病毒 颗粒 试验 显示 阳性 血清 活性 高于 亚型 阳性 血清 阴性 血清 成功 制备 致病性 亚型 禽流感 假病毒 未来 疫苗 开发 抗体 筛选 提供 实验 平台
R3,华支睾吸虫3个半胱氨酸蛋白酶N端短片段原核表达及其抗原性分析 华支睾吸虫/半胱氨酸蛋白酶/重组蛋白/抗原性 目的 通过克隆和表达获得华支睾吸虫3个半胱氨酸蛋白酶N端短片段重组蛋白并分析其抗原性。方法 以pET-28a-CsCP1-3重组质粒为模板进行目的片段CsCP1a-3a PCR扩增，构建pET28a-CsCP1a-3a表达载体，并转化至BL21(DE3)大肠埃希菌，经异丙基-β-D-硫代半乳糖苷(IPTG)诱导表达，表达产物进行SDS-PAGE分析；表达产物经变性、纯化及复性，与华支睾吸虫感染大鼠血清行Western blot分析。结果 成功构建pET28a-CsCP1a-3a重组质粒；SDS-PAGE分析显示，重组蛋白CsCP1a-3a以包涵体形式表达；重组蛋白CsCP1a-3a可被华支睾吸虫感染后第4、5周大鼠血清识别。结论 重组蛋白CsCP1a-3a具有较好抗原性，可作为华支睾吸虫感染诊断候选分子。,华支睾吸虫 个半胱氨酸蛋白酶 端短片段原核表达及其抗原性分析 华支睾吸虫 半胱氨酸蛋白酶 重组蛋白 抗原性 目的 通过克隆和表达获得华支睾吸虫 个半胱氨酸蛋白酶 端短片段重组蛋白并分析其抗原性 方法 以 重组质粒为模板进行目的片段 扩增 构建 表达载体 并转化至 大肠埃希菌 经异丙基 硫代半乳糖苷 诱导表达 表达产物进行 分析 表达产物经变性 纯化及复性 与华支睾吸虫感染大鼠血清行 分析 结果 成功构建 重组质粒 分析显示 重组蛋白 以包涵体形式表达 重组蛋白 可被华支睾吸虫感染后第 周大鼠血清识别 结论 重组蛋白 具有较好抗原性 可作为华支睾吸虫感染诊断候选分子 ,华支 吸虫 半胱氨酸 蛋白酶 短片 原核 表达 抗原性 华支 吸虫 半胱氨酸 蛋白酶 重组 蛋白 抗原性 目的 克隆 表达 华支 吸虫 半胱氨酸 蛋白酶 短片 重组 蛋白 抗原性 重组 质粒 模板 目的 片段 扩增 构建 表达 载体 转化 大肠 埃希菌 异丙基 硫代 半乳糖 诱导 表达 表达 产物 表达 产物 变性 纯化 复性 华支 吸虫 感染 大鼠 血清 成功 构建 重组 质粒 显示 重组 蛋白 包涵 形式 表达 重组 蛋白 华支 吸虫 感染 大鼠 血清 识别 重组 蛋白 抗原性 华支 吸虫 感染 诊断 候选 分子
