class,text
R3,"柯萨奇病毒A组19型VP1蛋白生物信息学分析 柯萨奇病毒A组19型/VP1蛋白/抗原表位/生物信息学 目的 分析柯萨奇病毒A组19型(coxsackievirus A19,CVA-19)VP1蛋白的理化性质、结构功能并预测其线性B细胞表位和T细胞表位。方法 应用ProtParam分析CVA-19 VP1蛋白的理化性质；ProtScale预测其亲疏水性；使用SignalP 6.0、DeepTMHMM、NetPhos-3.1和Motif Scan分别预测CVA-19 VP1蛋白的信号肽、跨膜结构域、磷酸化位点和脂酰化位点；利用NetCGlyc-1.0、NetNGlyc-1.0和NetOGlyc-4.0分别预测CVA-19 VP1蛋白的C-甘露糖基化位点、N-糖基化位点和O-N-乙酰半乳糖胺(N-acetylgalactosamine, GalNAc)(粘蛋白型)糖基化位点；通过SOPMA和SWISS-MODEL在线工具分别预测CVA-19 VP1蛋白的二级结构和三级结构；使用网络服务器IEDB、Bepipred 3.0、ABCpred和SVTMrip联合预测其线性B细胞表位；应用IEDB和SYFPEITHI综合预测其T细胞表位。结果 CVA-19 VP1蛋白的分子质量为33.099 ku,等电点为5.84,不稳定系数为37.50,总平均亲水性为-0.185,是一种稳定的亲水性蛋白，无信号肽、跨膜区和脂酰化位点。预测该蛋白含有30个可能的磷酸化位点、1个N-糖基化位点和7个O-GalNAc(粘蛋白型)糖基化位点，但无C-甘露糖基化位点。CVA-19 VP1蛋白的二级结构中，α-螺旋、延伸链、β-转角和无规则卷曲分别占24.66%、24.32%、2.70%和48.31%,以无规则卷曲为主。预测出该蛋白有6个潜在优势线性B细胞表位、3个潜在优势细胞毒性T淋巴细胞表位和9个潜在优势辅助性T细胞表位。结论 用生物信息学方法预测CVA-19 VP1蛋白为稳定的亲水性蛋白，含有多个潜在的优势线性B细胞表位和T细胞表位，为进一步鉴定其线性表位奠定了基础，有助于CVA-19的抗体制备和疫苗研发。"
R3,"猴痘病毒mRNA疫苗的构建及免疫评价 猴痘病毒/痘苗病毒/mRNA疫苗/EEV 目的 设计猴痘病毒(MPXV)抗原，选择多种方案设计抗猴痘病毒mRNA候选疫苗，并完成其表达鉴定及小鼠体内的免疫效果评价。方法 选取猴痘病毒M1R、A35R、A29L、H3L基因设计三组候选抗原基因(命名为：M1R-A35R、A29L-H3L-A35R、A35R-Fc),并设置一组痘苗病毒(VACV)基因(L1R-A33R)作为对照，分别连接至mRNA制备专用载体pGEM-3Zf-n3,通过线性化、体外转录、纯化和加帽获得功能性mRNA,利用Western blot、IFA对目的抗原进行鉴定。通过微流控芯片制备LNP-mRNAs疫苗，制定免疫程序并完成小鼠的免疫及特异性抗体水平监测。结果 成功构建3组抗猴痘病毒的mRNA疫苗和1组抗痘苗病毒的mRNA疫苗，四组疫苗均能表达抗原蛋白，并且制备的4组LNP-mRNAs疫苗在免疫后84 d仍维持较高的特异性抗体水平。结论 成功完成猴痘病毒mRNA疫苗的构建、表达及鉴定，并通过对不同猴痘病毒抗原设计的验证，为以后猴痘疫苗的研发提供数据支撑。"
R3,"鼠伤寒沙门菌转录调控因子HilD的蛋白纯化及与hilA启动子DNA复合物晶体培养 鼠伤寒沙门菌/HilD/原核表达/晶体培养 目的 本研究将获取鼠伤寒沙门菌毒力转录调控因子HilD的蛋白，培养HilD蛋白晶体，为进一步分析HilD功能机制和靶向胞内沙门菌药物研发奠定基础。方法 以鼠伤寒沙门菌转录调控因子HilD生物信息学分析为基础，使用鼠伤寒沙门菌14028S菌株作为模板进行分子克隆，构建hilD-pGl01重组质粒，使用原核体系表达HilD,通过镍柱亲和层析柱和透析获取纯化蛋白。EMSA实验验证HilD活性。使用晶体培养试剂盒进行晶体培养。结果 成功构建了HilD原核表达系统，HilD是一种碱性蛋白，在蛋白提取过程中需要将缓冲液的pH值维持在7.0左右以维持HilD蛋白的稳定性，还需添加2%甘油和2%蔗糖进行保护。hilA能够稳定HilD蛋白，有利于晶体的生长。结论 成功获取HilD纯化蛋白，实验证明具有生物活性，培养出HilD与hilA启动子DNA的复合物晶体，复合物的培养为HilD结构解析奠定了基础。"
R3,"泡球蚴蛋白通过Wnt/β-Catenin信号通路调控小鼠肝星状细胞二肽基肽酶-4的表达研究 泡球蚴/肝纤维化/二肽基肽酶-4/Wnt/β-Catenin通路 目的 探讨泡球蚴蛋白对肝星状细胞中纤维化关键基因二肽基肽酶-4(Dipeptidyl Peptidase 4,DPP4)表达的调控机制。方法 免疫组织化学法检测二肽基肽酶-4在泡型棘球蚴病患者肝脏病灶近端与远端的表达情况。体外培养小鼠肝星状细胞系JS1,以60μg/mL浓度的泡球蚴蛋白(Echinococcus multilocularis Protein, EmP)刺激JS1细胞，检测细胞活化及Wnt通路的激活情况，Wnt通路抑制剂(IWP-2)和激动剂(LY2090314)靶向干预检测肝星状细胞活化标志物COL1A1、α-SMA与PPARγ,Wnt通路关键分子Wnt5a、β-catenin、GSK3β以及DPP4的表达水平。结果 免疫组化检测结果显示泡型棘球蚴病患者肝脏病灶近端DPP4的表达(5927±987.1)显著高于病灶远端(2478±696.9),差异有统计学意义(t=9.026,P<0.05);EmP可显著促进JS1细胞活化并促进DPP4的表达，差异有统计学意义(F_(DPP4)=10.65,P<0.05);与对照组相比，EmP刺激组Wnt通路激活，Wnt5a、β-catenin、p-GSK3β的表达水平上升，差异有统计学意义(WB:F_(Wnt5a)=18.28,F_(β-Catenin)=14.98,F_(P-GSK3β)=28.52;RT-qPCR:F_(Wnt5a)=27.29,F_(CTNNB1)=21.24,F_(GSK3β)=7.974,P<0.05);Wnt通路抑制剂IWP-2干预可抑制EmP蛋白对α-SMA、DPP4的表达的促进作用，上调PPARγ的表达，差异有统计学意义(WB:F_(DPP4)=26.27,F_(α-SMA)=126.4,F_(PPAR-γ)=8.187;RT-qPCR:F_(DPP4)=41.23,F_(ACTA2)=185.2,F_(PPARG)=136.2,P<0.05);与EmP刺激组相比，Wnt通路激动剂可促进JS1细胞的活化及DPP4的表达，差异有统计学意义(WB:F_(DPP4)=151.0;RT-qPCR:F_(DPP4)=29.71,P<0.05)。结论 EmP蛋白可通过激活Wnt/β-Catenin通路促进纤维化关键基因DPP4的表达。"
R3,"人CSF3蛋白的原核表达和纯化及其亚细胞定位 粒细胞集落刺激因子/原核表达/蛋白纯化/亚细胞定位 目的 粒细胞集落刺激因子(CSF3)作为免疫调控中的重要细胞因子，在中性粒细胞增殖分化的调控方面发挥关键作用。然而，在病原菌感染中CSF3的调控机制仍不清楚。本研究旨在通过原核表达人CSF3,并观察其在HEK-293T细胞中的亚细胞定位，为重组CSF3药物开发以及揭示其在病原菌感染和免疫调控中的作用机制奠定基础。方法 基于人CSF3的生物信息学分析，分别通过QuikChange和基因克隆获得CSF3 pGlO1和CSF3-pmCherry两种重组质粒。前者在大肠埃希菌原核表达系统中表达，并通过镍离子亲和层析和凝胶过滤层析进行蛋白纯化。后者通过jetPEI试剂转染到HEK-293T细胞中，48 h后通过荧光共聚焦显微镜观察，确定其亚细胞定位。结果 在原核系统中成功表达人CSF3蛋白，其相对分子质量为18.8×10~3。该蛋白的溶解性良好，PP酶酶切后蛋白浓度较高，但蛋白性质相对不稳定，对pH值和温度敏感，容易发生聚集和降解。将荧光融合质粒转染到HEK-293T细胞中48 h后观察，人CSF3-pmCherry蛋白定位在细胞质内，呈现出特定的定位和分布模式。结论 成功构建人CSF3原核表达系统，获得纯度较高的CSF3蛋白。通过荧光融合技术确定CSF3-pmCherry蛋白主要定位在HEK-293T细胞质。为重组CSF3药物的开发及其在病原菌感染和免疫调控中的作用机制研究奠定了基础。"
R3,华支睾吸虫3个半胱氨酸蛋白酶N端短片段原核表达及其抗原性分析 华支睾吸虫/半胱氨酸蛋白酶/重组蛋白/抗原性 目的 通过克隆和表达获得华支睾吸虫3个半胱氨酸蛋白酶N端短片段重组蛋白并分析其抗原性。方法 以pET-28a-CsCP1-3重组质粒为模板进行目的片段CsCP1a-3a PCR扩增，构建pET28a-CsCP1a-3a表达载体，并转化至BL21(DE3)大肠埃希菌，经异丙基-β-D-硫代半乳糖苷(IPTG)诱导表达，表达产物进行SDS-PAGE分析；表达产物经变性、纯化及复性，与华支睾吸虫感染大鼠血清行Western blot分析。结果 成功构建pET28a-CsCP1a-3a重组质粒；SDS-PAGE分析显示，重组蛋白CsCP1a-3a以包涵体形式表达；重组蛋白CsCP1a-3a可被华支睾吸虫感染后第4、5周大鼠血清识别。结论 重组蛋白CsCP1a-3a具有较好抗原性，可作为华支睾吸虫感染诊断候选分子。
R3,"甲型流感病毒NP及相关宿主因子研究进展 甲型流感病毒/核蛋白NP/宿主因子/病毒增殖 甲型流感病毒(influenza A virus, IAV)严重威胁人类健康。病毒核心是核糖核蛋白复合物(viral ribonucleoprotein complexes, vRNPs),是病毒基因组转录和复制的最小功能单位。核蛋白(nucleoprotein, NP)是vRNP的重要组成部分之一，在流感病毒整个生命周期起着关键作用。机体存在多种宿主因子通过NP影响病毒增殖。本文就通过NP影响vRNP核输入、病毒基因组转录和复制、vRNP核输出以及vRNP组装这几个方面的宿主因子进行综述，以期为治疗IAV新靶点的发现及新药物的研发提供参考。"
R3,"基于RBF神经网络的睡眠分期方法研究与应用 睡眠分期/心率变异性/小波变换/径向基函数神经网络 目的 提出一种基于径向基函数（RadialBasisFunction,RBF）神经网络的睡眠分期方法，设计一套能够根据用户身心恢复状态调节唤醒时间的智能唤醒系统，以优化用户睡眠时长，减轻醒后不适感。方法 基于心率变异性和睡眠分期等相关理论知识，通过低功耗心率带采集人体心电信号，选取最优小波变换对采集到的心电信号精准去噪，对径向基函数神经网络进行反复训练后，筛选出10个关键的特征向量，以构建睡眠分期模型。睡眠分期信息通过STM32处理器传输到手机客户端，系统根据预先设计的优化唤醒机制在用户身心恢复到最佳状态时将其唤醒。结果 基于睡眠分期模型的算法平均识别准确率可达88.9%，卡帕（Kappa）系数为0.839，相较于其他算法，该算法具有较高的准确率。结论 该智能唤醒系统的采集成本较低，算法简便高效，其唤醒机制科学合理，可以使用户舒适醒来，对改善用户醒后状态具有重要意义。"
R3,基于β-环糊精主客体识别的胆固醇吸附剂的研究进展 环糊精/胆固醇/主客体相互作用/吸附剂 胆固醇是人体内必不可少的一种脂质分子，在人体的代谢过程中发挥着至关重要的作用。机体内胆固醇淤积往往与动脉粥样硬化、C型尼曼匹克氏症等疾病的发生密切相关，但现今药物的副作用以及禁忌症给临床治疗带来了诸多不便。β-环糊精是一种能够识别胆固醇的天然大环分子，其与胆固醇之间的主客体相互识别作用可用于胆固醇的特异性吸附与清除。在本综述中，我们总结了近年来基于β-环糊精主客体识别作用的胆固醇吸附剂的制备方法、设计原理及研究现状，展现了β-环糊精作为功能吸附基团在治疗高胆固醇相关疾病应用上的巨大潜力。
R3,两性离子水凝胶的制备及生物医学应用 两性离子水凝胶/防污性/生物医用/组织工程 两性离子水凝胶是一类含有两性离子聚合物的凝胶材料，其分子结构中的阴阳离子基团能与水分子紧密结合，形成致密的水合层。这种静电诱导水合作用使得两性离子水凝胶具有极低的生物黏附性，能有效抵抗非特异性蛋白、细胞、细菌等的黏附，具有极低的免疫原性。这些特性使得两性离子水凝胶在生物医用领域有广阔的应用前景。本综述首先介绍了两性离子水凝胶的结构及性质，然后概述了其分类和制备方法，并进一步总结了其在组织工程、药物载体、创伤敷料、生物传感器、医疗器械水凝胶涂层等生物医学领域中的应用。最后展望了两性离子水凝胶未来的发展方向。
R3,纯钛表面氧化石墨烯涂层的制备及生物学性能研究 纯钛/硅烷偶联剂/氧化石墨烯/生物相容性 利用3-氨丙基三乙氧基硅烷在纯钛表面制备氧化石墨烯涂层，扫描电镜、X射线能谱仪、拉曼光谱、X射线光电子能谱技术对涂层的形貌结构和成分进行表征检测；之后通过体外细胞毒性实验、急性溶血实验和SBF模拟体液浸泡实验评估不同处理组钛片的生物学活性。结果表明：体外小鼠前成骨细胞毒性实验、急性溶血实验初步证实复合涂层具有良好的生物相容性；SBF模拟体液浸泡实验表明氧化石墨烯涂层能提高纯钛表面沉积羟基磷灰石的能力。
R3,超分子水凝胶促进软骨再生的研究现状 超分子水凝胶/软骨再生/骨髓间充质干细胞 软骨由于缺乏血管、神经和淋巴，导致软骨的再生能力有限。传统的临床治疗方法均不能达到满意的疗效，而组织工程技术为软骨损伤的修复提供了新的方向。目前，软骨再生研究取得了巨大进步，但骨软骨界面和全层关节软骨缺损的修复仍然具有挑战性。超分子水凝胶是一类通过水凝胶剂的非共价相互作用形成的自组装网络结构，具有可调节机械强度、剪切变稀、较强的自愈合能力、良好的生物相容性和可注射性等优点，能够有效促进软骨再生。本文就超分子水凝胶的特点、合成机制、软骨再生情况和应用不足的研究现状进行了综述。
R3,"Hib荚膜多糖在疫苗制备周期中的结构稳定性 b型流感嗜血杆菌/荚膜多糖/聚核糖基核糖醇磷酸酯/核磁共振波谱法 目的 评价b型流感嗜血杆菌（Haemophilus influenzae type b,Hib）荚膜多糖的基本结构聚核糖基核糖醇磷酸酯（polyribosylribitol phosphate,PRP）在Hib结合疫苗制备过程中的稳定性。方法 采用核磁共振波谱（nuclear magnetic resonance spectroscopy,NMR）技术对制备的Hib精制多糖、多糖衍生物、多糖蛋白结合物进行结构解析。结果 制备的Hib精制多糖、多糖衍生物、多糖蛋白结合物的各项检测结果均符合《中国药典》三部（2020版）相关标准要求，且NMR谱图均未发生明显变化。结论 Hib结合疫苗主要抗原荚膜多糖的基本结构PRP在疫苗制备周期中未发生变化。"
R3,"重组腺病毒5型-诺如病毒GⅡ.4型-VP1病毒样颗粒的表达及鉴定 腺病毒/诺如病毒/VP1/病毒样颗粒 目的 采用293T细胞表达重组腺病毒5型（recombinant adenovirus 5,rAd5）-诺如病毒（Norovirus,NoV）GⅡ.4型-VP1病毒样颗粒（virus-like particle,VLP），并进行鉴定。方法 将重组腺病毒质粒pAd5-eGFP及pAd5-NoV-GⅡ.4-VP1分别转染293T细胞，拯救获得重组腺病毒rAd5-eGFP和rAd5-NoV-GⅡ.4-VP1。rAd5-eGFP在293T细胞上连续传代，验证其载体功能。将rAd5-NoV-GⅡ.4-VP1在293T细胞上进行传代，NoV-GⅡ.4-VP1经表达及纯化后，自组装形成NoV-GⅡ.4-VLP，并进行Western blot、ELISA检测及电镜观察。结果 镜下观察各代rAd5-eGFP均可见绿色荧光，且亮度随代次增加而增强。各代rAd5-NoV-GⅡ.4-VP1收获液中均可见NoV-GⅡ.4-VP1蛋白表达，相对分子质量约58 900。NoV-GⅡ.4-VLP可与兔抗NoV-GⅡ.4-VP1血清发生特异性结合，具有与天然的NoV病毒颗粒相似构象，可有效识别志愿者唾液样本中的NoV受体；镜下观察，其形态完整，呈球状，直径为43.5～58.3 nm，颗粒表面有少数突起，可能为VP1自组装时暴露于颗粒表面的P结构域。结论 表达的重组腺病毒NoV-GⅡ.4-VLP具有完整的VLP结构和良好的特异性，有望用于NoV腺病毒载体疫苗的相关研究。"
R3,"5个种属血白蛋白多克隆抗体的制备及其效果评价 人血白蛋白/多肽/多克隆抗体/免疫双扩散法 目的 制备人、牛、羊、猪、马血白蛋白多克隆抗体，并评价其用于鉴定人血白蛋白（human serum albumin,HSA）的效果。方法 采用生物信息学技术和人工合成多肽法分别制备人、牛、羊、猪、马血白蛋白特异性多肽，高效液相色谱法鉴定多肽纯度后，再分别与钥孔血蓝蛋白（keyhole limpet hemocyanin,KLH）进行偶联，制备多肽抗原。将5个种属多肽抗原经背部皮下多点免疫雄性新西兰大白兔，2只/种，获得的抗血清经Protein A亲和层析柱纯化，即为多克隆抗体。采用ELISA及Western blot法分别测定多克隆抗体效价及特异性，并使用制备的5个种属血白蛋白多克隆抗体鉴定HSA制品。结果 人工合成的人、牛、羊、猪、马血白蛋白多肽纯度达91%以上，获得相应的多克隆抗体效价均为1∶160 000，可与相应抗原发生特异性结合，且可有效鉴别HSA制品。结论 制备的人、牛、羊、猪、马血白蛋白多克隆抗体具有良好的特异性，且制备过程简单快速，适合大量生产，为HSA快速鉴别试剂盒的研发奠定了基础。"
R3,"组分百日咳抗原中间品中内毒素含量动态显色定量检测方法的建立及验证 内毒素/动态显色法/百日咳抗原中间品/鲎试剂 目的 建立组分百日咳抗原中间品中内毒素含量的动态显色定量检测方法，并对方法进行验证，以期更好地对组分百白破疫苗进行质量控制。方法 建立动态显色法（美洲鲎试剂）检测百日咳各抗原中间品脱毒后的内毒素含量，对方法的线性、专属性、准确性、重复性、中间精密度进行验证，并对动态显色法定量检测结果与凝胶法检测结果进行对比。结果 动态显色法线性相关系数的绝对值（|r|）大于0.99；最大有效稀释倍数下中间品的干扰试验回收率在50%～200%之间，脱毒后百日咳类毒素（pertussis toxin,PT）稀释至10、100、1 000倍，丝状血凝素（filamentous hemagglutinin,FHA）稀释至3 000、5 000、10 000倍，百日咳黏附素（pertussis adhesin,PRN）稀释至50、75、100倍对试验均无干扰作用；PT、FHA和PRN的准确性验证回收率分别为125%、110%和99%，重复性验证变异系数（CV）分别为7.21%、8.31%和5.84%，中间精密度验证CV分别为6.04%、16.29%和12.23%。动态显色法检测3批百日咳抗原中间品细菌内毒素含量与凝胶法检测结果一致，均小于脱毒后百日咳抗原中间品中细菌内毒素限值。结论 建立的动态显色法具有良好的线性、专属性、准确性及精密性，检测结果准确，可用于脱毒后组分百日咳抗原中间品中内毒素含量的检测。"
R3,"重组人白细胞介素-1受体拮抗剂免疫大鼠ELISA抗体阳性血清中和抗体活性检测方法的建立及验证 重组人白细胞介素-1受体拮抗剂/中和抗体/D10G4·1细胞生物学活性试验 目的 建立用于检测重组人白细胞介素-1受体拮抗剂（recombinant human interleukin-1 receptor antagonist,rhIL-1Ra）免疫大鼠ELISA抗体阳性血清中和抗体活性的方法，并进行验证。方法 分别用3、20、100 mg/kg的rhIL-1Ra注射液经皮下免疫SD大鼠，10只/组，雌雄各半，每天给药2次，间隔至少4 h，连续给药13周，于给药期及恢复期经大鼠颈静脉采血，分离血清，ELISA法检测血清抗体效价，Protein A层析柱纯化经ELISA筛选为rhIL-1Ra抗体阳性的血清样本。以D10G4·1细胞生物学活性试验为基础建立中和抗体活性检测方法，并验证方法的专属性、灵敏度及精密性。采用建立的方法检测ELISA筛选为rhIL-1Ra抗体阳性血清的中和抗体活性。结果 随着给药次数的增加，各剂量组大鼠血清抗体滴度逐渐增强，至恢复期时仍有抗体存在，且滴度仍较高。兔抗rhIL-1Ra单抗对rIL-1Ra有明显的中和作用，兔抗rIFN-2b单抗与rIL-1Ra无剂量效应关系；该方法的灵敏度为171.93μg/mL；精密性验证CV均≤20%。ELISA筛选为阳性抗体血清对rhIL-1Ra注射液均可产生中和效应，与ELISA法检测结果相符。结论 本研究建立了用于检测rhIL-1Ra免疫大鼠血清中和抗体活性的方法，具有良好的特异性、专属性及较高的灵敏度，可用于rhIL-1Ra重复给药动物血清中和抗体活性的检测。"
R3,"生物制剂工艺特异性残留宿主蛋白ELISA检测方法的建立及验证 工艺特异性/大肠埃希菌/宿主蛋白/酶联免疫吸附测定 目的 建立基因重组生物制剂中工艺特异性大肠埃希菌残留蛋白双抗体夹心ELISA检测方法，并进行验证。方法 以大肠埃希菌表达胰高血糖素样肽（glucagon-like peptide,GLP）的生产与纯化工艺为特定工艺模型，采用同一工艺用于空载大肠埃希菌（不表达重组蛋白的正常大肠埃希菌）残留蛋白的截取。将获得的残留蛋白作为免疫原分别免疫1只雌性新西兰白兔和6只雌性昆明小鼠，以兔免疫血清纯化IgG抗体为包被抗体，鼠免疫血清为第二夹心抗体，抗鼠IgG-HRP为酶标二抗，建立工艺特异性大肠埃希菌残留蛋白双抗体夹心ELISA方法。对建立的方法进行特异性、准确性、精密性验证，并确定方法的检测限。同时采用建立的方法和市售大肠埃希菌宿主蛋白残留检测试剂盒对纯化的GLP制剂进行残留蛋白定量测定。结果 对已知浓度的工艺特异性残留蛋白进行系列梯度稀释后，建立的ELISA方法检测的灵敏度可达338 pg/mL；该方法检测CHO和酵母细胞裂解蛋白无交叉反应，检测低、中、高3个浓度样品的回收率均在80%～120%范围内，检测低、中、高浓度空载大肠埃希菌截留液标准品的试验内和试验间CV均<15%。针对GLP制剂中的残留蛋白，与建立的方法检出的GLP制剂中残留蛋白总量相比，约有62%的残留蛋白未被市售非工艺特异性ELISA试剂盒检出，这些残留蛋白应为本工艺特异的残留蛋白。结论 建立的双抗体夹心ELISA法检测工艺特异性大肠埃希菌残留蛋白灵敏度高，特异性强，准确性和精密性良好，可满足残留蛋白在生物制剂中低于0.01%～0.1%标准的检测要求。"
R3,壳聚糖及季铵化壳聚糖作为疫苗佐剂的研究进展 壳聚糖/季铵化壳聚糖/疫苗/佐剂 佐剂是当前诸多新型疫苗发挥保护作用的关键因素。佐剂的添加既可减少抗原使用量，又可增加抗原的免疫原性，激发机体强有力的免疫反应。壳聚糖作为天然多糖甲壳素脱除部分乙酰基的产物，具有黏附性、渗透性、生物相容性等特性，其有作为疫苗佐剂的优势，被广泛研究和应用。壳聚糖作为新型佐剂不仅可协助诱导细胞免疫和体液免疫，也可激活黏膜免疫。本文就壳聚糖及季铵化壳聚糖作为疫苗佐剂的最新研究进展以及相关机制作一综述。
R3,新型冠状病毒感染时医院静态期门诊药学工作人员心理状态调查及疏导管理 医院静态管理/门诊药学人员/心理疏导 目的 通过调查门诊窗口药师在新型冠状病毒感染静态管理期间仍坚守岗位所承受的压力和心理抗压状态，探索进行心理疏导的相应措施。方法 将拟定的问卷以微信小程序的形式发放给宜宾市4所综合医院72名门诊药学人员，通过收集研究对象的性别、年龄、学历、工作年限、所在医院级别等信息来分析不同群体药师心理压力和心理抗压状态。结果 40～49岁年龄段药师焦虑情绪、抑郁情绪和睡眠问题的检出率均高于其他几个年龄段；所在医院级别越低的药师更容易产生焦虑情绪；工作年限超过10年的药师情绪状态较差；40.3%的药师表示对新型冠状病毒感染感觉不安、紧张或担忧；59.7%的药师表示能承受压力；69.6%的药师觉得自己感染新型冠状病毒风险较高；91.7%的药师担心因自己的工作增大了与自己亲密接触的人感染新型冠状病毒的可能性。结论 门诊窗口药师在新型冠状病毒感染期间承受着比平时更大的工作压力，医院管理层面应加强对药学人员的关心和支持，有助于保证药学人员的心理健康，更好地工作。
R3,"假病毒中和试验对狂犬病毒中和抗体效价的检测效能分析 假病毒中和试验/免疫荧光灶抑制试验/小鼠中和试验法/狂犬病毒中和抗体 目的：组织不同的实验室分析假病毒中和法（Pseudo Virus-based Neutralization Assay,PBNA）对不同样品的狂犬病病毒中和抗体水平的检测能力，并比较其与经典的快速免疫荧光灶抑制试验（Rapid Fluorescent Focus Inhibition Test,RFFIT）以及小鼠中和试验法（Mouse Neutralization Test,MNT）的相关性。方法：共9家实验室，分别采用PBNA、RFFIT以及MNT法对6份样品进行狂犬病病毒中和抗体检测，每个实验室进行3～5次重复实验。采用配对t检验及Pearson相关系数对3种检测方法的结果进行统计学分析。结果：PBNA与RFFIT、PBNA与MNT、RFFIT与MNT Pearson相关系数分别为0.985、0.988和0.974，抗体几何平均滴度进行t检验，差异均无统计学意义（P>0.05）。结论：3种方法重复检测6份样品的定量结果具有高度的相关性，PBNA法可作为《中华人民共和国药典》方法RFFIT、MNT的一种替代或补充方法，用于人用狂犬病疫苗临床血清、狂犬病人免疫球蛋白及抗狂犬病血清的狂犬病病毒中和抗体效价检测。"
R3,应用噬菌体展示随机12肽库筛选诺如病毒抗原模拟表位 诺如病毒/12肽库/抗原模拟表位/单链可变片段抗体 目的：利用Ph.D.-12噬菌体展示肽库筛选诺如病毒（NoV）的抗原模拟表位。方法：包被与GⅡ.4、GⅡ.6、GⅡ.17型NoV具有高特异性及中和能力较强的单链可变片段抗体（scFv），用Ph.D.-12噬菌体展示肽库进行3轮生物淘选。ELISA鉴定淘选所得噬菌体与scFv的结合活性及其与NoV P蛋白的竞争作用；阳性克隆测序后进行生物信息学分析，合成多肽鉴定其抗原性。结果：发现1段与GⅡ.6 VP1区同源性较高的氨基酸序列“MG-D-W”，综合分析提示其可能为GⅡ.6 NoV的抗原模拟表位，且合成的包含“MG-D-W”的多肽可竞争抑制P蛋白与人类组织血型抗原（HBGAs）受体的结合。结论：“MG-DW”是与NoV单链抗体高亲和力的肽段，可能模拟了GⅡ.6 NoV与scFv结合的抗原表位。
R3,低密度中性粒细胞的表型和功能多样性 低密度中性粒细胞/表型/功能/系统性红斑狼疮 传统认为中性粒细胞具有半衰期短、有特定细胞核形态、颗粒含量明确的特点，但近年研究发现中性粒细胞具有不均一性和可塑性，不同生理和病理状态下，中性粒细胞具有表型异质性和功能多样性。其中，低密度中性粒细胞（LDNs）是中性粒细胞的重要亚群，由活化的成熟中性粒细胞和未成熟的中性粒细胞混合群体组成，具有促炎和免疫抑制功能，可为疾病治疗提供新的策略。本文重点对这个独特且重要的中性粒细胞亚群——LDNs在系统性红斑狼疮（SLE）和癌症中的表型和功能进行综述。
R3,"高致病性H5N8亚型禽流感假病毒的制备与验证 H5N8亚型禽流感病毒/假病毒制备/血凝素/神经氨酸酶 目的 为研究高致病性H5N8亚型(A/Astrakhan/3212/2020)禽流感病毒的结构,制备相应假病毒,并对其在细胞水平上的感染能力以及血清抗体的中和能力进行初步验证。方法 通过对H5N8亚型病毒的血凝素(HA)和神经氨酸酶(NA)的氨基酸序列分析,将目的HA和NA序列进行优化并提取相应质粒,采用慢病毒包装系统制备H5N8亚型假病毒;使用感染含有α-2,6唾液酸受体的293T-ST6GAL1细胞后的荧光素酶读值、血凝抑制试验、透射电镜以及血清中和试验对制备的假病毒进行验证。结果 成功制备H5N8亚型假病毒,其对293T-ST6GAL1细胞的感染力为10~3TCID_(50)/m L,浓缩50倍后血凝活性从16提高到128,透射电镜可观察到典型的流感病毒颗粒,中和试验显示3份H5N8阳性血清中和活性明显高于其他亚型阳性血清以及阴性血清。结论 成功制备高致病性H5N8亚型禽流感假病毒,为未来的疫苗开发和中和抗体筛选提供了重要的实验平台。"
R3,高分子水凝胶在伤口愈合中的应用进展 高分子/水凝胶/伤口愈合/伤口敷料 运动员在体育运动过程中容易受伤，伤口止血不及时和伤口愈合速度过慢均严重影响了运动员的职业发展。高分子水凝胶具有材质柔软、不粘连创面等特点，在伤口止血及愈合方面得到广泛的应用。在介绍了高分子水凝胶发展现状的基础上，对不同类型高分子水凝胶在伤口愈合方面的应用进行了综述，主要包括天然高分子水凝胶、成型高分子水凝胶以及其他类型水凝胶等，展望了其研究的发展方向。已有的大量研究表明，高分子水凝胶在伤口愈合领域具有特殊的优势，未来可通过引入功能性组分赋予水凝胶更好的抗菌、自修复功能。
